text,percent
"ya va para su primera quincena en funciones , cuanto días más va a tardar para sacar las manos de Romero Deschamps de PEMEX ? 13 días no son suficientes para acabar con este corrupto? Cuánto cree usted que roba al día este desgraciado?",0
" : OFERTA DE TRABAJO. Madrid
Hola. En Twitter buscamos un director de cuentas senior de publicidad digital que le vaya como an…",0
" : Vengo a DESMENTIR eso de que es más divertida la previa que haces con tus amigas cuando se visten, que la farra misma.…",0
"  Es la norma en el gabinete Mamarracho,no hacer nada o fregarla aún más asi estamos.",0.725
" : Steve Jobs era un desgraciado miserable. ¿Quién lo iba a sospechar?  ",0.75
" Abortero malnacido hijo de puta",0.875
" Yo no le agradezco a la ciencia que ayude a un boludo o una boluda como vos a solucionar un problema que… ",0
" : Hay colegas que temen la etiqueta de “mano dura” ¿Qué idea tendrán respecto del sistema penal del Estado -o “aparato r…",0
"No puedo creer el día de mierda que tuve jaja",0.35
"Al presidente de Venezuela un tal Maduro piensa que todo mundo le teme, pero se equívoca este estúpido aborto de la puta madre que lo pario",1
"Se perdió en el barrio Bosque Peralta Ramos, responde al nombre Pampa, es de color negro y sus patas son blancas. Por favor difundir es muy importante para mí familia el perro Muchas gracias!!! ",0
" : Es un disparate decir “coño me voy a poner a grabar dembow” sólo porque a un dembowsero le va bien. 

Para todo se requiere…",0.15
" Algunos animes te hacen medio necrófilo(?",0.425
" : Desde el Cabildo Abierto en Carabobo gritan: Fuera Maduro 
Dentro de esta crisis tan terrible ¡Algo bueno esta pasando!…",0
" Eso dice mucho de ti jejeje
Que bueno lo tomes así y compartas...bien eh!!!",0
"  Me parece un mamarracho. Repudiable,es una autoridad de nuestra REPUBLICA. Respeto,orden,ed… ",0.625
"Una página más que se escribe de la historia violenta de nuestra amada Colombia, pensé que este libro de había cerrado, mucho miedo sentimos, ¿Será ese el objetivo?.Descansen en paz, jóvenes que creyeron en una nueva oportunidad",0
" Dios  mio que  hombre mas estúpido  el títere  este.",0.7
"Que lugar tan de mierda el último asiento de la combi. Venís medio escabio y mamita querida. Por suerte, al menos h… ",0.475
"  Tufito  a Jalabolas!",0.625
" : Designan nuevo director el Hospital Universitario de Caracas sin dar cifras oficiales de muertos por apagón https://t.co…",0
" : ¿Cómo va a ser un mal martes? Si juega River, y encima sos campeón de América. Felicidad plena.",0
"Este código da más transparencia a la Justicia Penal, nos permite vigilar de cerca las decisiones judiciales, eso e… ",0
"Ahorita comiéndome una ensalada fit  para más tarde tomar una cerveza sin remordimiento, así era que no? ",0
" Mardito tenía las cornetas conectadas escuchando música  kajsjs",0.325
" :   Ok. 
-Hay 100 pollos y 100 pesos. ¿Cuánto sale cada pollo?
-1 peso.
-Bien. Los polleros aumentan cada…",0
"hace un rato. Ese proyecto de ley es copia de las ideas de un grupúsculo llamado Colegio Americano de Pediatras, que tiene 500 miembros y es considerado como un grupo de odio. No tiene pies ni cabeza y debe ser considerado fanático e intolerante.",0
"pinche mamarracho ya supérame",0.625
" Es un depravado mal el tipo.",0.75
" Justo vos venis a escribir esto!!!,que mediocre que sos,que falta de dignidad tenes,verguenza das",0.375
"me siento como el pingaso",0.325
"Este maldito estará consciente el comunista desgraciado que en Cuba o cualquier otro país de la izquierda que tanto aman, le cuesta la vida??? ",0.75
"MACRI TU DAS CALIGUEVA, NO TE QUIEREN EN ARGENTINA, ENTREGASTE A TU PAIS AL FMI ",0.45
"Quien fué el mmgvo que dijo que las hallacas llevaran pasas y aceitunas?",0.375
"   Cierra la trompa maricon mamarracho...",0.875
"Es hasta estupido el tema de la desinoformacion... y tantos que les creen, pobre gente, los usan, manipulan y deciden por todos nosotros ",0.125
"Hermano... a mí me pasan unas vainas, marico loquisimas, TNT se queda gafo con las historias mías",0
"""Tres hombres que pierden su camino por una mujer que decide portar un arma""#MrSunshine ",0
"Chile solidariza con cada demócrata q lucha para q #Venezuela recupere su democracia y libertad. Como condenamos la acción ilegal y el matonaje de la policia política del dictador para detener al Diputado , Pdte de la Asamblea Nacional.",0
"Esta mañana sostuve una reunión de trabajo con integrantes del sector empresarial con la finalidad de tratar temas de seguridad, en dónde se reafirmó nuestro compromiso de trabajar juntos por un Oaxaca seguro. ",0
" : Definitivamente necesito una computadora de edición nueva",0
" que hijo de puta más malnacido... Reportando ya mismo.",1
" : La víctima de Rugeles dice que él le tiene hackeado su email, intervenido su teléfono y tiene acceso a todas sus redes…",0
" : Es que lo juro, yo soy el marido de esta mujer y este tío se caga pero se caga...desgraciado de mierda, vomitivo, patético, a…",0.675
" : Tururururu no tengo sueño y vengo  ver si alguien está despierto para votar... Sé que los abandoné, pero mis amigas admins.…",0
" No te entendí un carajo.",0.625
" Propio una lectura de verano.",0
" Bueno si le dijeron bestia y bruto, fueron bastante sincero con el, les faltó decirle jalabolas, pobr… ",0.75
"  Coño por eso he dicho que hay de todo, pero no me digas que esto en cataluña no lo hay, porque ya me joderia.",0.025
" Una cámara termográfica para prevenir lesiones deportivas #Ciencia ",0
" : Me tome el trabajo de hacerlo, asique si lo pueden difundir, se los voy a agradecer️ ",0
" : Qué pasó anoche? Que eres una charraaaa que no cantas que no haces un carajo  !! Eso fue lo qué pasó !! …",0.425
"Encontré este bonito trabajo sobre Redes Neuronales Artificiales, así que se los comparto ya que tiene un poco de t… ",0
"Neta que quiero eliminar los videos con bloopers de  y  de mi computadora, pero hay un chingo d… ",0
" : Nicolás no le garantiza nada a nadie. La única ruta para sacar a Venezuela adelante es la planteada desde nuestra .…",0
"Hice un respaldo de mi información en la computadora de mi novio y ¿Qué creen? Me contó que vió todos mis videos de… ",0
" Sos el más marica de todos",1
" : Eres virgen? — Perder la virginidad? yo nunca pierdo ",0
" Es bastante divertido, la verdad",0
" :   #EnVídeo | Orlando Pérez:  va a convocar a maestros y maestras, obreros y administrativos en #Caracas para exp…",0
" : Qué grandioso es tener a alguien en tu vida que pueda hacerte sonreír, incluso cuando no está cerca de ti.",0
" : Internan a hombre tras coma etílico y le salvan la vida con 15 latas de cerveza: superó 1.119 veces el máximo legal de…",0
"No se olvida el idioma cuando dos hacen amor... ",0
"  Respóndeme MARIQUITA puto de MIERDA responde carajo pinche hijo de puta muérete",1
" Servidor latinoamericano",0
"¡ UN GRAN PROYECTO !
“La Universidad comienza la construcción de esta gran obra, que requiere el compromiso y la co… ",0
" Esto que opinas es de alguna serie de televisión?",0
"Los invitamos a seguir nuestra página en  Ahí también escribimos muchas frases.",0
"   No intento simpatizar con el, simplemente se me hace mucho mamada, esta bueno ya",0.5
"eres un rolitranco de payaso... lo que das es pena avergüenzas a todo el pueblo venezolano a nivel internacional... pajuoo",1
" Trump va a ganar no es político y tendrán que darle el dinero. Se está gastando más con un gobierno cerrado.",0
"Me clave 15 min en la puerta esperando el delivery para después darme cuenta que donde pedí ESTABA CERRADO LPM",0
" : “Si pude con 10 asignaturas en el instituto no voy a poder con 5 en la universidad” pobre ignorante mejor me hubiese callado",0
"Chihuahua ocupa ahora el primer lugar en consumo de alcohol y marihuana; disminuyó la edad de inicio e incrementó la depresión",0
"Me gustó un video de   Quiero las cenizas de mi hija, Casos Completos | Caso Cerrado | Telemundo",0
"Quien carajo dice real truco? ",0.625
" Que mojonero. Fuera cierto y no estuvieras ni parandole al celular.",0.625
"dios ya no se que hacer con este carajo esta demasiado marico de pana que me voy a terminar pegando un tiro",0.8
" : sucio hijo de puta trimardito ",1
" : Pagarle más al NINI que el MEXICANO trabajador. Así garantizas la lealtad del GUEVON..., Y si... Así comenzaron los grupos de…",0.625
" Pobre NECIO aquel que no se percata de la realidad carente de interés o atractivo, cree o le hacen creer qu… ",0.175
" Malparido tan bobo",0.925
"Le fui infiel a mi exnovio con un tal alexis y yo no me enteré de nada lpm 
Ganas de andar mintiendo al pedo",0.3
"  Q tal está bestia hablando de preparación cuando en Venezuela el precidente es un burro… ",0.375
" Espera, te lo arreglo... ""nos estamos acostumbrando demasiado al mongólico de Ramos"" :)",0.425
" : Dos cosas os voy a decir:

1- Castración química.
2- Prisión permanente revisable.

Un malnacido no se reinserta JAMÁS…",0.125
"Ole tranquilos que esto es arte ",0
"por qué les importa cual de los chicos perdió la virginidad uds no conectan dos neuronas",0
" : “¿Qué está haciendo este pendejo?”

—Yo, cada vez que pido un Uber y veo por dónde viene.",0.425
" : Qué pasó anoche? Que eres una charraaaa que no cantas que no haces un carajo  !! Eso fue lo qué pasó !! …",0.375
"Ser infiel? No gracias, a mí si me gusta cuidar lo que me costó tener",0.125
"Lamentable noticia para el hip hop latinoamericano ",0
"Tengo una sensación extraña de que estos tres días me tengo que comportar bien y que tengo estar guapa. En la mañana me vestí bien, hasta me planché el cabello. Están a 3291.8 km lejos de mi, pero aún así siento que me pueden ver jiji ",0
"Casi 30 sueldos mínimos se necesitan para comprar un caucho en Tiendas Clap  #18Ene",0
"    ¿Por qué censurás ""estúpidas"" pero no ""coño""?",0.25
"¿Por qué es histérica, niñata o exagerada una chica que permite que fluyan sus emociones en la pista de baile y no un chico que grita a la pantalla de televisión de un bar cuando hay fútbol?   En defensa de las fan girls: ",0.3
"  Nahh, eres un desgraciado la verdad",1
" Sacamos una prostituta y la reemplazamos por un animal, gobierno asqueroso fue el de la Sra amiga tuya… ",0.7
"Una mujer que desea algo serio contigo no se la pasa de fiesta en fiesta ni respondiendo mensajes de otros cabrones.   RECUERDEN: Mujer que responde mensajes de otros cabrones, mujer que no te quiere.",0
"Si Camargo el del Tolima es un miserable  , más lo es Hugo López director de idermeta , organiza un torneo de fútbol  másculino y femenino , la premiación de los hombres es más de 7 millones de pesos y a... ",0
" Si es que te tienes que reír con tanto anormal",0
" Usted por qué nunca ha llevado a esa belleza a la universidad sin decir por acá? :(.",0
"Lo que dices solo puede salir desde una mente enferma por el supremacismo de una cultura y un idioma que tu crees dominante , único y verdadero. Sabes ""fest-Ho mirar"" , es grave , es el odio al diferente ",0.125
" : Me odio, salgo fea en todas las fotos, no me gusta ni una",0.25
"A, ver chulo desgraciado  no seas tan HDP tu contribuístes a que Venezuela este como este y te recu… ",1
"Me planteo centrarme, aparte de en leer novelas como un desgraciado, en empezar a investigar en serio el Japón pre-Heian. Chungo, dado la falta de material en lenguas occidentales, pero se puede hacer, supongo.",0
"la infiltrada del Grupo #Atracomucho, la DOCTORA Zarza, fue enviada a la Universidad Autónoma del Edomex, para esconder el cochinero de la #EstafaMaestra. ¡Increíble!",0
" : Qué se puede esperar de un mononeuronal, falopero, limado y encima degenerado? Va a decir q es ficción?Marido de la Donda; m…",0.625
"  Ese mamarracho no es más que un pobre imbécil.",0.875
"Asco tu vida amiga

De mí para mí",0.65
"Él Amor  es el regalo de Dios al hombre.....",0
"Me caga esa mamada de tener que saludar y despedirte de beso en el trabajo o escuela TODOS LOS DÍAS. O sea es la misma gente diario ¿pa’ qué tanto? Con un saludito normal de kp2 ya llegué se arma",0.25
"A todos los que estáis viendo televisión.. ¿Que es el #brexit? Respuesta en un tuit.",0
"Nunca falta el imbécil que te ve abrigado y pregunta: ¿Neta tienes frío?

PUES SI, PENDEJO, NO ESTÁS VIENDO O QUÉ VERGA.",0.625
" Espero te hayas divertido y felicidades por el premio! I purple you!! ",0
"Par de panas míos también dijeron que no se dejaban dominar por una cuaima celopata, y a los tres días de comenzar… ",0.3
"No tenes un carajo de memoria hace 70 años que tú partido ,el peronista viene destruyendo la Argentina haciendo una fábrica de pobres en beneficio de sus funcionarios corruptos ,no tenes cara ! Mandaré a silencio cómplice !!",0.3
"una duda, por qué la persona que recibe pedidos los debe servir, han visto las demoras y las filas tan grandes en los cines? Qué concepto tienen de servicio?",0
"Que ? Como pudiste acomplejarte por tener esas pecas hermosas? Mujer tu piel es especial, distinta y única! ",0
"Perder un ojo por defender un derecho, valiente el estudiante, desgraciado quien lo ataca.",0.375
"Pinche vieja de confetti, dice más pendejada que yo",0.7
" 17 años en la cárcel y ese malnacido sale peor que entró . Porqué salió?",0.3
"Otro jueves más nos han cerrado en la cara, nos hemos convertido en los parroquianos",0.25
"la justicia no existe, es una mierda, entran por una puerta y salen por otra",0.45
"tengo trabajo pal finde que viene menos nal hijos deputa",0.45
"Así mero EPN: eres responsable, junto con el Estado mexicano, por la tortura sexual a más de una decena de mujeres en el operativo en #Atenco",0
" Me la apunto. Porque disfruté mucho con Stoner, lectura recomendable para cualquier universitario",0
"      Yo creo que la gente puede cambiar, no sé si él en parti… ",0
"  Cállate mejor malnacido Javier cómo tú Presidente de casualidad!",0.75
" Prostituta asi de simple...ojala se valla a la puta que lo pario",0.875
"Me tome el trabajo de hacerlo, asique si lo pueden difundir, se los voy a agradecer️ ",0
"Ese negro de mierda le caia bien a media cuadra, nunca me cerro que se vaya haciendo el bueno con la gente mayor, y me dio asco enterarme lo que hacia, darme cuenta que mi familia le dio trabajo porque se hacia al pobrecito y era un hijo de puta mas",0.95
"Pues viejito guevon, antes de escribir lo que piensa deberia investigar si lo que va a decir tiene certeza. Camargo no es dueño de Kokoriko, es un mito urbano que lo asocia por el Tolima, que fue patrocinado por esa marca y era reconocido como DEPORTES TOLIMA KOKORIKO. marica!",0.375
"Matar zancudos con la raqueta eléctrica debe ser considerado un deporte oficial en Colombia ",0
" : Mientras más marginal, más alto coloca el volumen de su carro en la calle para que todos escuchen su asqueroso vallenato.",0.475
"Una técnica identifica bacterias idóneas para producir electricidad  vía ",0
"Madre mia cuanta gente, que asco",0.3
" : Enhorabuena a  por este reconocimiento tan merecido! El trabajo por la igualdad real cada día un poquito más cer…",0
" Prácticamente regalada. Una ficción de preguntas facilonas, apenas balbuceando el idiona y capaces… ",0
" Puto  cono se rie",0.625
" : Somos el país latinoamericano con mayor crecimiento económico en los últimos años, gracias a la aplicación del Modelo Econó…",0
"quiero mucha mucha mucha mucha marihuana",0.6
" : Necio, pues, es inconstitucional.
",0
"       De verdad que su estupidez… ",0.8
" : Prefiero que el gobierno me regale el texto de un buen escritor a que despilfarre en una inútil Estela de Luz. Yo lo veo com…",0.475
"  ¿Como pueden tomar en serio a este estupido? Pregúntome yo...",0.475
" Sin dudas. Ahora, mi opinión iba más allá. Hago hincapié en que a veces me da la impresión que hay qu… ",0
" :  de  en gimnasia. 

 logró el puntaje perfecto  durante la rutina de ejercicio de suelo, mezclando e…",0
"mamale el culo mmg",1
" : matematica sos la cara de la verrrrga",0.625
"Si demostras mucho te van a coger de guevon, por eso es mejor amar con la razón.",0.55
" :  DIOS bendiga el capitalismo que  produce con que invertir en la ciencia, la medicina y la tecnología para…",0
" JAJAJAJAJA no había visto el de ""degenerado de la especie humana""",0.3
" : ️ Ibra sobre CR7: ""Está hablando de nuevos desafíos, llama desafío el mudarse a un club donde ya es normal que gane la Serie…",0
" : Hazme un hijo mariquita. ",0.7
"no compro ropa ""para cuando adelgace"" porque honestamente no me da el bolsillo para hacer eso ni lo haría tampoco p… ",0
" : Alerta astronómica. ¡A simple vista! El 20 de enero se viene Eclipse total lunar con una Super Luna incluida. Esto la har…",0
"Se requiere la opinión de un tercero. Esa ""universidad"" no puede decir q SI hubo plagio pq se estaría auto desprest… ",0
"Es que básicamente está haciendo el tonto y el chulo (en ese orden)",0.575
"No paro de llorar que asco",0.225
" : Mira esa felicidad hermano, mira esa inocencia, mira esa carita que hoy ya no está. Otra piba más que perdemos, otra piba…",0
" :  JAJAJAJAJAJAJ callate arranca pal carajo nathy",0.525
" :     Pasen el partido por la televisión seguro tendrá más rating q muchos part…",0
" : El hermano del ladrón inteligente de Rampsinito ",0
" No comerlas tu perro mardito ladrón",1
" : Queridos amigos:
 Si conocen a algun estudiante de bachillerato que quiera estudiar economía en la Universidad San Francisco…",0
"q t pasa pedazo d idiota",1
" : Durante años nos han acusado de financiarnos de Venezuela, Irán y hasta de Mordor. Todo mentira. Todos los juicios ganados.

Vo…",0.5
" : Ay marico me quiero cortar las venas con la chapa de una polarcita. 
Mátame aguardiente maldita sea malditas mujeres maldito…",0.925
"Que pinta? Gordo puto ",0.95
" : ASI QUE MARADONA SE VINO A OPERAR A LA ARGENTINA DEL DICTADOR MACRI? Y NO A LA VENEZUELA REVOLUCIONARIA DE SU AMIGO ""MAD…",0.625
" : Exactamente. y como el nefasto Epigmenio, o el doctor al cuadrado y pendejo al cubo Ackerman, el bandidazo de Monreal y toda…",0
"Ese perico estaba bueno dígalo ",0.2
"defender la aplicación de coeficientes de liquidez doméstica del sistema financiero nacional para evitar depósitos… ",0
" : Mientras que el acuerdo de Unidos Podemos y el Gobierno amplía la financiación y las prestaciones sanitarias, el PP en l…",0
"Claro, es un problema de la ciencia y los medios de comunicación actuales. Para una persona ves difícil saber cuál es el consenso científico en un tema social. Sobre los datos de hombres víctimas de violencia se explica desdd la misma dinámica de género de la que le hablo.",0
"Santander hereda la responsabilidad penal por la gestión de Ron y Saracho en Popular  vía ",0
" Afuera la próstituta. Con los peronistas atrasamos 100 años . Somos Haití",0.6
" Trabajan tan bien que incluso sin el venezolano ahí suena raro y absurdo.",0
" : Desgraciado aquel que lastima a quien juró proteger. #FuerzaEstebanMosquera",0.525
"  Tiene puestos los dedos en el escritorio de la computadora para escribir de López Obrado… ",0
"   Tomen ejemplo mañosos cabrones",0.925
" : Queridos amigos:
 Si conocen a algun estudiante de bachillerato que quiera estudiar economía en la Universidad San Francisco…",0
" No guevon.. sigue así .. pronto de veré pidiendo Voto para Luisa Ortega.",0.7
" :  Peor seria tener una pareja como vos, tan facil y regalada",0.575
"Se repetirá la misma historia de siempre? Quienes se trasladen a Caracas serán detenidos a mitad de camino? Entonces no estarán ni en Caracas ni en su ciudad. Hay que organizarse en cada ciudad y por el contrario, ingeniárselas para detener el movimiento chavista hacia Caracas. ",0
"Yo lo que cargo es cojonera Jakaajajajajajsjs",0.525
"vamos por ese Titulo carajo ",0.2
" : Como olvidar los editoriales en favor de ya entonces asesino Chavez.
Y las caricaturas jalabolas del ""venerado"" Zapata https…",0.55
" : #AlertaIsabelClaudina  Ayúdenos a encontrar aMiriam Everilda López VillatoroDesapareció el 12 de Enero del 2019",0
"No mames si estás bien cagado dude",0.65
"eso de que pidan pruebas de violaciones demuestra lo morbosos de mierda que son acaso quieren un video de la piba llorando y gritando o fotos de los genitales destrozados para decir ""mmm puede ser que sea cierto"" pero por qué no se toman un tren a la concha de la lora",0.3
"cachapera linda — te adoro jevita hermosa ",0.375
" bebé hermoso eres toda mi felicidad",0
"Una verguenza carajo ",0.325
" : Hoy, casi seis años después de que asumió la presidencia, Maduro sigue prometiendo lo que lleva años prometiendo: que el…",0
"Las academias deportivas del municipio de arrancaron actividades con una amplia gama de disciplinas en las cuales pueden inscribirse personas de todas las edades, informó el titular de la... ",0
" Creo que necesito que las cartas me ayuden a tomar la decision más importante de mi vida, voy a llorar.",0.25
"Cierto camaradas, estos payasitos Trump, se están quedando sin discurso. Y ya le pegaron su primer regaño al «pela nalgas» Pero q se puede esperar, de estos pandilleros. No se han leído la Constitución de su país y menos la gringa, q es cortica. Ignorancia abandona esos cuerpos.!",0.625
"Hay que ser anormal!!!come marisco el resto del año que está mas barato,cara sepia ",0.2
"Respete presidente a los estudiantes. No sea hijo desgraciado #FuerzaEstebanMosquera",0.5
"harina de trigo todo uso en efectivo las que quieran inf. solo interesados 04244164608 solo mensaje",0
" El coñisimo de tu madre hdp, ahora te vas a burlar de la miseria que uds mismos crearon, malparido inepto de mierda",0.85
" : Estos son los materiales del debate en el que demostré hoy que el retraso en la construcción y reposición de hospitales es…",0
"Por qué ustedes se descansan solas. Se ponen frases y grandes de declaraciones que después cuando se les dan vuelta, no saben que hacer. Son un descanso.",0
" Que tú podria Ajajajajaja. Mentira ami, si te extraño bastante mmgvo ",0.625
" : Aquí un malnacido que intenta lavar su conciencia por haberse posicionado en su día en contra de la cadena perpetua revi…",0.675
"Cuando tenia 17 trabajaba de noche en un kiosco 24hs, mi abuela se fue, me quede solo y no podía mantenerme. Termine robando mucho y eso me tiene mal desde que deje ese trabajo. Hoy voy a ir y voy a dejar 100mil pesos y mi perdón No importa cometer errores, importa arrepentirse",0
"no es gracias , es arigatou  
no es adios , es sayonara 
no es idiota , es baka 
no es te quiero , es daisuki … ",0.05
"¿Soy la única que cree que al malnacido de Bernardo Montoya le irían muy bien unos cordones de zapatos y un accidente?",0.45
"Mardito mamawebo! Vamos a Dano coñazo pero sin la guardia! Becerro! ",1
"El nuevo año: Imperialismo, sionismo y evangelismo - Resumen Latinoamericano ",0
"  Qué nivel de mujer  vieja de mierda me imagino que en su casa debe tener todo en orden",0.8
"Con mis hijos no se meten, por que nosotras no nos metemos con los suyo, ese fandom se esta convirtiendo en pura mierda, que triste que el grupo sea un amor pero sus fans bien son todo lo contrario.",0.525
" : Editores/as: a ""la gente"" le interesa los temas de ciencia y salud y desea verlos bien desarrollados y escritos en los medios…",0
"  mas de 30.000 expertos y no hacen nada? Un negro de 19 años sin experiencia y 15 bandidos tienen en jaque a colombia?",0.05
" : #CompromisoAuriazul La UNAM te explica qué son las redes neuronales artificiales y algunas de sus investigaciones en be…",0
"Secuestro por vacío legal, columna del maestro   vía ",0
" : las noticias hoy: ataron y violaron por dos días a una abuelita, una nena de siete años fue apuñalada después de un intent…",0.3
" : Para que todos lo sepan, el maldito chavista llamado Freddy Joel Oropeza Oropeza, que tiraba al niño al piso, es mecán…",0.8
"  Ese tupo de pensamiento ni se le tendría que cruzar. Un enfermo él y . Hdp. Lacras",0.65
"El Dictador Maduro es un loco, excéntrico, represor, asesino, depravado sexual, violador de DDHH, enemigo de la Democracia, ladrón, vividor, Comunista de Caviar.",0
"Eres una basura  , cobran para no cumplir, servicio express carísimo para entregar después de 6 días hábiles… ",0.625
" Si los que lo hacen son mariquitas pues entonces SOY UN MARIQUITA ",0.425
"Lo digo francamente esos guevones se quemaban las pestañas por el proceso como lo llaman ellos, y allí están ahora… ",0
"se termina el 2018 y todavía no logre entender en que le afecta a otros que seas gay, lesbiana, bisexual o trans 
n… ",0
" : * ""Mandame una fotito linda, bien sexy, que te estoy vendiendo""
""Dale te espero mañana. Livianita de ropa eh?""
"" Como…",0.15
"Luciana me robo mi computadora y se instalo a mirar series",0.1
" : Que caligueva para ir por un fly",0.4
"  Este mardito tiene que pagar con su vida todo el daño que hizo",0.6
"Por favor alguien q me colabore transmitiendole este msm a petro, me tiene bloqueado: decirle q deje d ser PIROBO INCENDIARIO, q todos sabemos q es un MARICO corrupto. Gracias por la colaboración.",0.625
" : ""tenés el culo caído"", ""estás muy blanca, bronceate un poco"", ""si fueras más flaca podrías ser modelo"", ""no tenés tetas"",…",0.675
"    Jajaja pobre pendejo 1 guevon q adule al pupilo  santos como ud d… ",1
"No puedo ser tan fea culiado JAJAJAJAJAJA",0.375
" : Me mama como hay gente que tuitea la primera mamada que se le viene a la mente y tiene un chingon de rts y mg",0.45
"justificó que la reunión de trabajo donde los secretarios comparecerían sobre el desabasto de gasolina se cancelaba debido a que estaban atendiendo la contingencia del suministro. ",0
"¡Medio temazo!  es un gran necio, un estúpido, engreído  (le tenía buena al wn )",0.3
" Come chocolate negroCuanto se tiene el periodo el cuerpo pierde magnesio y el chocolate negro ayuda a recuperar",0
"No demuestro un carajo, pero siento un montón.",0
" Ratas por eso nos alegra cuando matan un TRIMARDITO GNB",0.75
" carajo y yo pensaba que la comiquita pepa era infantil.",0.2
"Hasta hace poco un problema desconocido, las #ResistenciasAntimicrobianas se ven ya como uno de los grandes retos de salud en el mundo para las próximas décadas. Aquí una estimación de las muertes anuales que podrían causar para 2050",0
"una foto de tu perro bastará para conquistarme",0
"en favor de tesis ""Combate"" y la ""exculpación"" del plagio de Pérez por parte de la  nos dice claramente por qué el país está fregado: hoy, en la universidad peruana, el cliente siempre tiene la razón.",0
"Pensé que mi verano iba a ser más divertido o interesante, y acá estoy todo el día mirando Grey's Anatomy mientras estoy acostado",0
"duro una semana mojonero? se lesiono el 3 de noviembre y segun tu para el 10 ya estaba listo? jajajajajajaja ya no sabes que inventar para quedar bien chico. te dejo para que sigas embarrandote en tu mierda.",0.8
"  Infierno mala sangre desquiciado mental ladrón",1
"Puch desea volver a la selección chilena de futbol al jugar en su país: Santiago, 14 Ene .- Edson Puch, ex atacante del club Querétaro del futbol mexicano, fue presentado como refuerzo de la Universidad Católica de su natal Chile, en calidad de préstamo... ",0
"La existencia y el funcionamiento de esta Policía Política del Gobierno del PP ya fue acreditada por el Congreso de los Diputados. Las conclusiones a las que llegó la Comisión Parlamentaria que lo investigó deberían hacer reflexionar a cualquier demócrata:",0
"Dios que caligueva Hombre",0.3
" No hagas por favor no dañes tu bella piel hasta uno de mentira para q mates el antojo",0
" Vamo River carajo!",0.1
" Al mardito de maduro le tiraríauna zapatería completa",0.45
"Me encanta como mi novia se queda en bobada viendo televisión se ve hermosa ",0
"Tengo un imán para cabrones. Y no vengan con su mamaguevada de que me los busco así, porque prometo que el problema no soy yo.",0.375
"Esto es deporte, disciplina, arte y talento.  ",0
" : la peña que habla con gente de fuera en roles cerrados o no os leéis las normas o sois tontos del culo xd",0
"Siento que estar casados y vivir juntos será muy, pero muy divertido jaja, los dos lo anhelamos mucho️",0
"Esto es humillante.  Una aberración!!!Que lacras las que nos tienen secuestrados Dios mioooo!!",0.3
"Ni yo me lo creo que otra vez estoy enfermo lpm",0.25
"Eres el bot gordo pelón más guapo de las redes ",0
"Messi comparte una tierna foto con sus hijos y se lleva un beso inesperado",0
"Evangelio de hoyLectura del santo evangelio según san Marcos (1,40-45):EN aquel tiempo, se acerca a Jesús",0
"descartó asistir al Foro Económico Mundial de Davos porque no se puede ""despegar"" del trabajo en territorio mexicano, dijo ",0
"""TOMA TU TOMATE PERRO ARRASTRADO"" ",0.3
"   Vergüenza le debería dar a este desgraciado reconocer que tienen… ",0.625
"Las calles de nuestra aguerrida parroquia de #Coche en #Caracas se desbordan en el cabildo abierto con la presencia  de nuestro diputado",0
"Segunda lectura del año (Saga v8 lo devoré en un suspiro, ni foto ni na) ",0
"Hace una hora quiero hablar con mi mamá y esta vieja de mierda no se va.",0.625
"Las lectura notes son muy buenas. Te serviran para aprender sobre redes neuronales ",0
"Necesito ver otra vez la cara de Lamothe en el final del avance #Campanas",0
"EL ESTADO ESPAÑOL NOS ROBA, NOS REPRIME, NOS ENCARCELA, RIDICULIZA NUESTRO IDIOMA, NUESTRA CULTURA... FUERA LAS FUERZAS DE OCUPACIÓN !!!! SOIS ESCORIA !!!!",0.4
"   Africanos, por favor. Con el corazón latinoamericano. Gracias.",0
"Hoy no fue mi día , hoy me duele todo un poquito más , hoy tuve un día de mierda.",0
"Como desnudaron a este paisano.Por un lado burlándose de los Escuálidos y por el llorando porque el gobierno se burla de el.Las ironías de la vida.Debe sentirse como una piltrafa,  utilizado, manipulado. Pero compatriota todavía tiene oportunidad de redimirse. Vuelvase escualido",0.3
"Su sonrisa es lo más lindo que verás hoyes un bebé sólo mirenlo ",0
"Cuántas veces defendí a ex amigas en el boliche porque venían pajeros a querer sobre pasarse , y el vaguito ahí gritándome loca de mierda ...",0.45
" Desgraciado barrigon, uno se portaba bien para tener algo bueno ",0.55
" Nooo es un depravado pobre nena en qué manís cayó",0.375
"Lunes... un buen día para buscar ser más feliz  Compartimos contigo lo que dice la ciencia   ",0
"Cuál es tu orientación sexual? — lesbiana, homosexual, torta, gomera, bollera, cachapera, tortillera, todo eso junt… ",0.85
" : Instintos naturales de los animales: comer reproducirse dormir e incomodar mujeres en la calle aceptando que eres un puto…",0.7
" Que sucia  dice que no se deben depilar las mujeres? Si en la vida no hay nada mejor que sentir el aroma de… ",0.3
"He aquí por qué los judíos y los árabes escriben de derecha a izquierda: ",0
"No señora...no equivale a eso...vaya mañana a comprar carne para que Ud. misma lo compruebe...si es que consigue...… ",0.075
" : Marchetti, el engendro casado con el engendro de Donda, es un pervertido, un depravado, lo raro es que haya gente que…",0.625
