text,percent
"“Estamos trabajando al 10% - 15% de la capacidad instalada en Empresas Polar dadas las circunstancias económicas. La realidad económica de Venezuela hoy es insostenible” Lorenzo Mendoza (hoy en encuentro de Egresados UNIMET - Miami).",0.05
"era un colegio igual que igual por años muchos padres ocultaron que unos directivos violaban a los chicos., es más se murieron sin denuncia alguna. Al otro colegio que siempre desee fue el Alemán pero era algo tarde por el asunto del idioma.",0.65
"Se le nota de aquí  a Venezuela a la piba esta que es lesbiana igual que siciliani la trepadora y la negrita Rivero  a otro perro con este hueso no les cree nadie y se les cae el relato!te creo Juan #a mi no me violaron",0.925
"Que la puntualidad y no se que...Pero como caen gordos los px que se enojan porque están viendo que un doctor tiene mucha gente y no los pasan a la mera hora de la cita, señor: si se atrasa vaya con otro doctor, si esta aquí es porque el doctor es excelente así que valdrá la pena",0.575
"Este bobo triplehijodeputa de Enrique Penalosa aparte de ser un fascista, corrupto, sátrapa, falsificador, prepotente, canalla y cínico; ahora pretende creer que los bogotanos son pendejos. Este cafre malparido tiene en la porra física mierda.",0.95
"QUIÉN FUE EL PENDEJO QUE SE ECHÓ AXE DE CHOCOLATE",0.65
" La verdad q asco y degenerado es ser de izquierda. No se salva ni uno ",0.875
"siempre he visto que luchas por las causas que consideras justas, pensado en los miles de niños que no tienen televisión por cable ayúdame para que vuelva un canal infantil a la TDT como fue tacho pistacho el cual quitaron por costos. Abrazos.",0
"Quien mierda es ese tipo y porque carajo les pide intercambio de nudes???? POR FAVOR TENGAN  MUCHÍSIMO CUIDADO CON ESAS PERSONAS Y NO INTERCAMBIEN NADA POR FAVOR.",0.575
"Parece que es gay ",0.95
"  De nadie puñetas, los meses no tienen dueño...¡pon atención pendejo!",0.925
"  Y muy difícil va hacer por qué esa mujer que ves no existe eso es un marico loco y depravado",0.7
" no entendí quedé loca",0.5
"Morena fue apuñalada 11 veces por un vecino que intentó robar en su casa, fue operada dos veces y salvó su vida. Y es hincha de #River. Así que Leo Ponzio y todo el plantel le mandaron un regalo inolvidable",0.1
"Ayer me enteré de otro maldito chavista (que hasta hace poco aún lo era) que encontró trabajo en España y emigró...",0.925
"Porque naci siendo TAN SENSIBLE",0.25
"Las personas que adoran el queso viven más y la ciencia lo confirma ",0.025
" Bota ese espejo GAFO jajajajaja ",0.7
"LOCA DROGRADA COMO TU HERMANO TU MADURO ES LADRON COMO TU TIENES LA CONTITUSCION SECUESTRADA SE ESTAN ROBANDO TODO...VICHA MALDITA TE QUEDA POCAS HORAS",0.7
"Con solo olerlo me da asco ",0.675
"Que bajón recordar toda esa mierda.",0.775
"Estos son mas arrecho que Leonardo Padron, en menos de un día sacaron una novela, y tienes hasta el guion en mano.",0.675
"A ese cabeza de mango hay que buscarlo hasta debajo de las piedras y hacerle pagar todo lo que ha hecho por mmgvo desgraciado y maldito",0.85
"Jajaja deja de estar dandole tu droga",0.525
" a que edad te empiezan a crecer las tetas???? pregunta seria",0.725
"esta rata comunista,cuando sea capturado ,debe ser  expuesto en una plaza publica y darle el castigo que se merece",0.6
"Coño pizarro los conoce dile que no sean pajuo que ti eres pana Jajaja quieres más inclusión y perdón toma zurda que después te daremos con la derecha eso te pasa por pajuo",0.85
"Dicho comunicado es suficientemente claro en resaltar sobre negocios entre empresarios privados. Jorge Glas es inocente toda vez que jamás recibió de ningún empresa soborno alguno, y no participó en actividades comerciales como las señaladas por el sr.Topic (Telconet)",0
" ""Dale pue negro de mierda!""",0.9
"  AJAJJAJAJA es el alcalde de mi ciudad malparido perro no sirve para nada",0.925
"andidato presidencial sostuvo esta mañana un  grandioso encuentro con Mujeres de su proyecto político, dentro del Marco de su programa Unidos por el Cambio.",0.05
"No solo de ingenuos loa mesías son productos muchas veces de la comodidad de los ciudadanos que prefieren pensar que alguien le resolverá los problemas en ves de ellos luchar por el cambio necesario que el pais requiere pero es un fenómeno latinoamericano que mal veo a mi país vz",0.4
" : 16 puntos y 4 asistencias convierten a  en el Mejor jugador Latinoamericano de la Jornada 16",0.075
"pedazo de loco! Denle su medicina esta desvariando!",0.7
"¿Cómo es la cosa? ¿En este país cualquiera hace lo que se le viene en gana? O sea, ¿Yo mañana puedo ir e instalarme con una carpa en la plaza y decir que me voy a quedar ahí porque no tengo casa propia? ",0.075
"Pero JJ de que coño va el mariquita este? Está sacando mierda de una personal que ha sido una de las mejores ganadores de GH de todos los tiempos. Este maricon ya no sabe que hacer para creerse que el es la figura importante del programa.",0.85
" Solari malparido!!!!",0.925
"  Etiquetame a mu mardito",0.725
"A no güevon, te iban a invitar un cafe para conversar un rato sobre la revolución ",0.75
"Marico, matenlo antes de que deje crías ",0.95
" Matarse? No jodas guevon tu ya debes estar en Perú.",0.675
" Irrelevante. Lo importante es que el sistema sea bueno, no lo que haga Perico Los Palotes con sus mocosos.",0.7
" Estas todo mongolico amigo",0.7
"Yo sé que yo tengo un par de tatuajes algo peyes, pero peladas, por favor no se tatuen besos en el cuello, no sean así marica.",0.925
"A pesar de toda la campaña mediatica de algunos ""comunicadores""  Anti-Magallaneros se impuso la lógica y la mayoria determinó que sin ninguna duda DELMON YOUNG es el MVP",0.075
"Jajajajaja “un asalto a Miraflores” no joda, no pudo entrar la tanqueta cuando el golpe de la mortadela, van a poder 4 pelagatos con escopetas y pistolitas.",0.425
"Yo le hago eso a MI PERRO jajajajajaajajajajajjajajaja ",0
" Otro gafo más.",0.65
"Bueno, tu opinión es respetable pero errada según reglamento. La ley es la ley y se cumple tal cual sin importar a quién favorezca. Así es el estado de derecho en un país q es aún es democrático. Saludos.",0.1
"     El.pueblo quiere . Disolver ese Mamarracho de Congreso.",0.45
" : Cuando éramos gente NOJODA! ",0.5
"Definitivamente necesito una computadora de edición nueva",0
"Se me rien las tetas que no tengo",0.7
"de que cambios hablas Marico de mierda? no disque eres una mujer? porque no participaste en el mistertranfor? tenias que ir a encochinar un certamen de mujeres y joderle la oportunidad a una chica española de verdad? ahombrate Maricon de mierda",1
"Hijo de puta, desgraciado, cerdos... 
Todo eso se oye en la grada del Bernabéu. 

No hay, ni habrá, sanción. Y hay pruebas.",0.9
"Es importante sentirse vencedor cada día. Chris Hadfield, astronauta: ""Si te esperas hasta llegar a la Luna para celebrar un éxito, ni siquiera andar por ella te resultará divertido"". ",0.05
"Te quiero violar",0.8
"Porque eres tan educada Mary?? Ese sr no el mediocre !!Ese lo que es un GRAN HIJO DE LA PUTA QUE LO PARIÓ",0.875
"Mike Pence, le da órdenes a sus lacayos en la más fiel representación de la arrogancia imperial, se le olvida a Pence q sus lacayos han demostrado ser unos grandes ineptos y más importante se le olvida que aquí no mandan los imperios, somos libres y Nosotros Venceremos!!",0.45
"Era miercoles y cuando dieron la noticia el cielo comenzó a llorar sin parar, llovió tres dias seguidos haciendo su propio duelo y homenaje.",0.05
"Eres un pobre marica. ",0.95
"Unas ganas cabronas de dejar todo pal carajo",0.725
" Que chulada de tetas y pezones tan ricos y mamables ",1
"Como no sentir amor con esta ternura de hombre carajo ! ",0.075
"Hola, querés venir a acostarte conmigo mientras escuchamos música y te hago mimos en el pelo?",0
"  Aparte a a ese pajuo no le cerraron el periódico. Perdió una demanda y quiere hacerse la… ",0.625
"Iba a publicar una foto de lopezobrador_ tomada por EDUARDO MIRANDA para Proceso pero varios en twitter andan con la piel delgada y sin sentido del humor... en fin. ",0.125
"Restricción de camiones en las rutas de la Costa (imagen a color) y en nacionales (imagen blanco y negro) por recambio de quincena. ",0
"Miss ganas de emigrar en esa totona chamita.",0.975
" Desgraciados. Igualito de mojonero como todos. Presos también van a ir",0.925
"Claro en venezuela no manda imperio peor manda cuba un país tan ruinado que no tiene nada que enseñar solo a los tontos como ustedes qué se creen socialista jajaja dan vergüenza como se los chupa Cuba",0.475
" La cachapera eres tu confundiéndote",0.95
"EL MERCADO MAS LADRON DE SAN FERNANDO DE APURE YA QUE NO EXISTE AUTORIDAD QUE CONTROLE SUS PRECIOS APARTE QUE LAS PERSONAS QUE VISITAN ESTE COMERCIO PARA REALIZAR SUS COMPRAS TIENEN QUE CALARSE LARGAS COLAS POR LA NEGLIGENCIA DE LOS CAJEROS",0.2
"Se requiere ser muy necio defender las decisiones estúpidas que con cualquier otro estuvieran malidiciéndolo y haciendo marchas. ",0.275
"Ineptos?  a mi me parece que los mas grandes INEPTOS de la historia son los Chavistas, acabaron con el pais mas rico del mundo. Eso Diosdo eso SI ES SER UN COMPLETO I N E P T O",0.875
"A ver “doctor” Trujillo, repita después de mi:  Cambios que afectan estructura orgánica de la Constitución, NO pueden hacerse por consulta popular, obligatoriamente va por vía de ",0.025
"Es el deporte más hermoso que existe? Es el deporte más hermoso que existe",0
"   Vives debajo de una piedra pendejo",0.85
"Asi mismo fue. Insulza se rendio a los pies de Chavez y colaboro con el destrozó de Venezuela. También pagará porque Dios es justo.",0.35
"Mejor que comprar pipas es ampliar los depósitos de gasolinas, que ahora solo alcanzan para cubrir 3 días de consumo y tener tecnología q permite ubicar perforación de un ducto casi en el momento q se realiza. ",0
"QUE SE MAMEN DOS, quieren darse una importancia que no tienen los muy guevones ",0.925
"A ver arrastrado: al menos ten dignidad guey, esta bien que seas un resentido y frustrado, pero eso sólo significa que has tenido una vida sin valores, sin principios y vacía. Busca una vida propia, y trasciende haciendo algo bien, pequeño pero bien mi pequeño renacuajo renegado.",0.9
"Me urgeeee,este encierro me va a volver loca ",0.425
"Bobo h.p. resentido y mediocre ",1
"No puede serrr yo veía esa comiquita a las 12am ",0
" : Se viene la revancha bostero ladrón hijo de puta. ",0.9
"Agosto 2017: 1 kilo de pollo 14.000 Bs FUERTES.  Enero 2019: 1 kilo de pollo 14.000 Bs SOBERANOS.  Saque usted sus conclusiones.",0
" Que te dije yo? Jajajajaja por algo pertenecemos al mismo grupo de amigas  somos así de fábrica! ",0.075
"q ser hermoso mi perro, es tan puro e inocente dios mio lo quiero toda la vida",0.025
"O soy una fría del orto o soy una intensa de mierda, no tengo punto medio.",0.775
" Creo que es mejor ignorar a un pobre enfermo mental.",0.775
" Era un tonto que sólo confiaba en ti, no éramos almas gemela eran siamesas y al separarnos morii",0.425
"lo único q destaco de este año de mierda fue haber adoptado a teo, me hace tan feliz",0.7
"Cuantos años tienes??? Eres lesbiana?? — 17 y supongo que quisiste poner lesbiana fjskfls",0.85
"El castellano se habla en Cataluña desde hace más de 500 años y su expansión se debió principalmente al prestigio de este idioma, tanto económicamente como culturalmente. Y a este prestigio y difusión contribuyó enormemente la industria editora catalana",0.15
" :   Encima de asesino de niños también es un rolitronco de mojonero ",0.975
"Descubre cómo reproducir y cuáles son los sonidos que hacen que tú bebé recuerde cuando estaba en tú vientre.  Con ellos calmará su llanto se sentirá muy a gusto",0
"Los papás de esos perros mamertos deben ser unos pobres guevones sin calzones por que no tiene cinturón para aplacar a esos animales drogadictos",0.875
"Tener atención continua es IMPOSIBLE para el cerebro: la atención es intermitente, las redes neuronales se activan en frecuencias discontinuas, como un faro que se enciende y se apaga.",0
"Coñooooo este HDP está más loco que una cabra",0.975
"Google: ¿CÓMO SOLICITAR UN AVANCE EN EFECTIVO?",0
"Deja las drogas imbécil! El pueblo lo que les tiene es arrechera! Y cuando caigan no van a poder vivir en paz porque donde quiera que estén la justicia les va a llegar!",0.775
"Ya no hace falta un juzgado que de una orden de desalojo en Catalunya, una empresa privada como Desokupa hace el trabajo sucio con la colaboración del cuerpo de Mossos d'Esquadra.",0.075
"Carajo, esa historia ",0.675
" Que mojonero Areco tenia que ser",0.975
"Extremadamente raro, el águila arpía es considerada una criatura mitológica. Este pájaro bestial ha mantenido una posición en la mitología griega por más de 3.000 años. ",0.075
"La u de chile es una excelente universidad, sin embargo, no enseñan con perspectiva de género, y bueno ¿qué universidad lo hace? ",0.075
" :   Es que el pendejo no quiere darse cuenta que es su sugar daddy manita ",0.875
"esto cansa nos tienen como el enanito ensartados los paises extranjeros metiendose en nuestros asuntos, la xenofobia. nuestra gente jodiendo xq nada les gusta y los logros a positivo los destruyen con la ambicion",0.525
" Ay le voy a meter un coñazo",0.625
"Les digo que veo a un montón de gente buscando chance, un chingo de gente, preparada y capaz y no hay empleo. El país no está produciendo plazas de trabajo para la poca gente que logra educarse o descubre su vocación. Jóvenes la inmensa mayoría. Es bien triste y bien pisado. LGP.",0.2
"No les da curiosidad saber por qué carajo crean estas apps? ",0.45
"Claro el vicepresidente de EEUU 🇺🇸 les dio la dirección y el galón de gasolina, mucho huevon.",0.9
"Mi encargado no llegó y ya son las 9!!! Se durmió todo el desgraciado jajajaja",0.575
"Ahora lo mas divertido es que las personas que antes su seguridad era protegida por policias ahora su mision es espiarlas para que no se vayan del país por vereda.",0.175
"ay mijito, Pence ni sabe quién carrizo era Robert Serra. ¿Te vestiste tan elegante para decir semejante pendejada?",0.725
"Ella te invita a probar de su piel",0.05
"no dormí siesta e igual no tengo sueño yo no lo puedo creer",0
" Cuaima, pedofila!
SEBIN!",0.925
" : Cuando te sientas estúpido, piensa que hay gente que ve los vídeos de  y .",0.125
" Puede ser el atlas está igual de maldito que el Puebla más todavía",0.925
"“En Bogotá se ha perdido el amor por la ciudad. Usted cree que si un bogotano se lanzara de alcalde en Medellín, ¡no sería polémico?”",0.1
"  Por cierto, si necesitas/quieres ayuda con la teta, silba. Soy asesora de lactancia.",1
" jajjajaja  me acordé del estúpido y sensual lagartijo! ",0.45
"     Hay que ser muy descerebrados para considerar esa mierda  como arte.",1
"Queremos compartir estas fotitos de un grupo de jovenes que se esta encargando de promover e incentivar el consumo de Mate en Europa en especial en Alemania, es por eso que queremos… ",0.175
"Ahora entendes necio de que se trataba toda la maniobra ???? ",0.4
"Jajjajajjajja. Quisieras tu infeliz. Eso responde nada más y nada menos a la arrechera tan enorme que tiene el venezolano hoy día. Quemar toda la mierda chavista, y todo lo que recuerde a esa porquería inmunda ES POCO, comparado a lo que ustedes, plastas de mierda, se merecen!",0.9
"Sea o no sea la voz de esa lacra vestido de Arbolito de Navidad... Me vale verga...  Viceministro???  Nojoda diganme que carrera política han hechos estos MIlitares de Mierda para ostentar  defender y representar un cargo ""Económico""???  Jodeeeer",0.975
"Ya viene la automatización del análisis de administración de riesgo, las redes neuronales ya demostraron su poder en fondos de inversión de NY",0.075
"ni en joda iria a una entrevista de laburo grupal seguro cuando me toque hablar a mi termino como a ese que le decian no te gustan las chicas no los chicos tampoco y que te gusta los jueguitos de computadora",0.475
"Tibisay nadie confía en este CNE porque tu y las otras comadres hacen lo que les da la hijuelagranputa gana con el sistema, para beneficiar a los delincuentes del PSUV.",0.95
"JAJAJAJAJAJAJA que marica soy ‍️",0.675
"Tarot Express Lectura Rapidísima por 15 MINUTOS x 5€ en Barcelona ",0.025
" mi universidad tiene la biblioteca más bonita del mundo si lo digo ",0
"Libertad de los padres para escoger el colegio de sus hijos? Qué libertad tiene una familia de Lumaco comparada con una de Vitacura para ejercer esa libertad?De ahi el rol del Estado en la Sociedad para crear condiciones de igualdad.",0.075
" Que raro ya se habian tardado pronto quedaran libres y dira el payaso  la justicia siempre llega.",0.35
"Coño vale, pero que estupideces. Deben estar los gringos cagaos por esas amenazas.",0.9
"   Que esperaban de la prensa amarilla mediocre payolera boricua?",0.525
"Malparido te tocaron el temita ",0.75
" : No demuestro un carajo, pero siento un montón.",0.425
" Que me comas la totona payasa",0.925
" : Conociendo a Cassandra nos va a hacer sufrir como la mierda con James, Cordelia y Grace. Puedo olerlo.",0.125
"Pa lante presidente!",0.075
"Este tipo tan lleno de odio que pide una purga selectiva por ideología no sólo es miembro de los mossos, sino que es el líder de los Mossos separatistas. ¿Podemos hablar ya de fascismo?",0
"   Lo sabía.
UN PUTO FRANQUISTA, FACHA, NAZI.
#SonLaEscoriaDelSigloXXI
La mentalidad… ",0.775
"Muchísimas gracias a mi maestro, a mi mentor, a mi ejemplo profesional. Muchísimas gracias a dlacalle , porque él hizo que me interesara por la economía, y al que debo gran parte de que hoy me hayan aceptado en Cambridge.",0.025
"que ganas tengo de frotarme contra tu ropa interior",0.525
" Burda de harina
Un pingaso de jamón
 Pasas por coñazo
Aceitunas arrechamente
Tocineta burriao 
Amasar, armar, hornear",0.6
"#MaresVirtuales es una empresa de base tecnológica. Nuestro medio de trabajo es #internet y la web y nos dedicamos tanto a desarrollar la identidad corporativa y el negocio en línea como en la #formación #elearning. #marketingdigital #RRSS ¡¡¡Llámanos!!!",0.075
"#AquíSíHayGasolina  En la gasolinera que se ubica en periférico y Avenida del Collí siguen con abasto de gasolina, cuando son las 19 horas. La fila de espera es larga, usuarios aproximan dos horas de fila, solo cuentan magna, pago en efectivo y un consumo máximo de 20 litros. ",0.075
"República del Eructo de Venezuela",1
"Almagro ""Cachorro imperial"" arrastrado y servil al imperio norteamericano, y a Donald Trump expulsado por unanimidad de su partido El Frente Amplio de Uruguay, por promover una intervención armada en nuestra amada #Venezuela #15DeDiciembre #FelizNoche",0.325
"  También es un desgraciado vividor que en su momento lo va a pagar  con cárcel. Pero no olvid… ",0.75
"Me está llegando mucho seguidor degenerado, pero para cada uno tengo un #block dispuesto... #AChingarPeroASuMadreQueLaRespeten #PorUnaCuentaSinBasura",0.8
"  Quiere es cogerse a una así la cachapera de mierda esa",0.95
" No Marico de seriedad esa gente se la comió feo, cómo que Filipinas, tení que ganar Venezuela en esa vaina nojoda",0.4
"MASBURRO TRIMARDITO ",0.975
"¿La Cartilla Moral?  Un gobierno inepto que en lugar de solucionar crea problemas. Un Presidente que miente por deporte. Un partido que se creó con lo peor de la política.   Quieren hablar de moral. Gracias no.",0.425
"Yo no pudiera estar con una persona que postee fotos en redes sociales casi desnuda. Sería demasiado cuaima.",0.425
"Y el es un resenTido porq no ha podido salir del closet Winston eres MARICO !",0.925
"No le hagan mas corte a este tipejo.... no lo sigan retuiteando... dejenlo que se restriegue el solo en su excremento...!!!",0.65
"No mamarracho, lo que no existe es la Republica Catalana ",0.6
"Pobre hdp, sucio y vendido. Vas pal llanito otra vez. Se te acabó la charanga. Anda a vender tu mesita de pool para cuando vayas a la bodega",0.9
"Otro marico más",0.925
"Mariquita al fin este guevón",0.775
"  Dale ban por puto",0.925
"Eres un pobre diablo un asalariado de dinero maldito y ma habido no terminarás bien eres una vergüenza y que pena por ti el pueblo venezolano te amaba admiraba y seguía tus pasos lo perdiste todo por dinero sucio y manchado de sangre",0.875
"semejante relación tóxica que asco loco ",0.575
"Lo que diga o tenga en la cabeza este coco seco es irrelevante",0.7
"Tenía un día de mierda hasta que decidí mandar todo al carajo y comprarme un medio de helado, ahora soy feliz ",0.8
"y pensar que un día la mujer la cogieron por ese culo.... Un galán con billetera. Este tiene dinero pero no tiene estudio ni es inteligente....",0.825
"Como no tienen ningun argumento, sencillamente se burlan, pobres es lo unico que saben hacer y de paso la cagan",0.775
"que rata immune",0.7
"Yo amo hacer ejercicio o jugar algún deporte pero si es de hacer dieta conmigo no cuenten.",0.025
"Este pendejo es menos que un cero(0) a la izquierda.",0.6
"A puro pendejo no le gustó Roma de Alfonso Cuarón.",0.7
" Marico, de panas no me hagas llorar a esta hora, qué me pongo nostálgico and I have enough ya!",0.525
"Me emputa que los conductores de Y ,sean tan cabrones, no contesten el teléfono y de paso inician el viaje cuando nisiquiera ha llegado el vehículo al punto.",0.875
"Han pasado 10 días, siempre que salgo al trabajo retrocedo y me acuerdo de Ito despidiéndose en la puerta.",0.075
"   Cambie de opinión, cierto!  pero bien que tiras botellita hijo de mil tetas!!",0.675
"Uno es de quién se le aguante el geniecito de mierda.",0.75
"Pero ya no son gobierno por ejemplo ya no tienen manejo sobre recursos y cuentas bancarias en el exterior y los pagos ya no los manejarán ustedes, están jodidos HDP",0.75
" Callate ahueonao y malnacido ",0.85
"Cuales votantes ? Malparia si siempre triplicas el resultado sucia te llegará la ahora a ti también",0.875
"Obama le lanzo bombas a el medio Oriente y a países árabes y ahora sale con su cara e guevon a repartir uno regalitos navideño a su pais donde no paso nada Obama lavate tu culo...",0.95
"Y el chabon usando el celulae sabes que deja me hago lesbiana ",0.75
" Imbécil malparido hijo de puta",0.95
"Sigan defendiendo lo indefendible, hijos de puta.",0.925
"Qué dolor tan grande para esa madre por culpa del Maldito Maduro  por que Masburro me bloqueó ",0.95
"Si te dicen que eres una basura, es verdad",0.95
"votantes que no existen maldita",0.925
"voy a contar algo que me hizo mierda en la secundaria, era 2015 y en cuarto año nos fuimos de viaje a mendoza, en una de las noches yo me dormí primero y al día siguiente mis compañeros con los que compartía la cabaña me dijeron que dormido me habían puesto una pija en la boca",0.85
"4.- Porque aunque sé que en los hogares a veces causa dolor y destrucción, prohibir su consumo no lo evita. El problema no es la droga, sino quien no sabe disfrutar de ella sin causar un daño a un tercero.",0.075
"Si la re putísima madre, el sábado no voy a querer ni respirar porque voy a sentir que estoy mufando, la puta que los parió quien me hizo tan enfermo ",0.8
"Eres un desgraciado. Hasta ahora tus soplapolleces daban para echarse unas risas, con esto ya no. ",0.775
"Cuando sos gay no importa que tan bajo sea tu peso, siempre estas gordo",0.95
"Baby deja ya de llorar",0.075
"Donde vivo esta lloviendo a cántaros y mi mamá dice ""uh esta lluvia ya me tiene loca"" a lo que yo respondí ""no es lluvia mamá, son las lágrimas de todxs lxs armys del mundo por lo que dijo Bangtan"" jajaj diosss todo lo que pasa en mi vida",0.25
"   Tienen que tomar acciones por sus propias manos no hay de otra",0.525
"Vergüenza debería tener esta mujer, eres responsable de todo lo que ha pasado en #Venezuela",0.575
" A lo pingaso",1
"Público tanta mamada de amor y ni me quieren  JAJAJA ",0.45
"Haz lo que te dé tu regalada gana ",0.925
"Olvidalo Nicolás. Aprieta ese culo porque ya ese tren se fue. Bastantes oportunidades tuviste. Narcodictador",0.85
"Camarada si usted anda arrecho porque no le entregaron su pernil este es el responsable",0.875
"Marico de verdad necesito desaparecer.",0.625
"Una información, qué más bien parece propagandismo, esa imagen y unas cuantas cifras que bien podrían ser inventadas, un niño de primaria lo haría en 10 minutos con una edición simple en una computadora. Tardó 12hrs para esto ? Es una falacia, pinché gobierno de bazofia. ",0.45
"vieja trimaldita, en la haya vas a ir a parar por todo el daño que le haz hecho a venezuela aprovecha y huye como rata que esta vaina ya se cayo y te quedan horas de libertad",0.85
"O soy una fría del orto o soy una intensa de mierda, no tengo punto medio.",0.9
"   Decirle bonita a una mujer es cosificarla? Jajajaja q. Man tan guevon",0.775
"Esta es la parte que odio de las vacaciones QUE PAJA que sea así lpm",0.875
"Que cagado que la sigas extrañando",0.575
"Seria demasiado aburrido y obvio que alguien lo matara, eso es lo bueno de su muerte, que fue cosa del destino, un accidente, algo inesperado. Habria sido demasiado aburrido si hubiera sido como todo lo demas",0.075
" Tu eres tremendo comemierda nazi perro",1
"Pierdan un jueguito cuando tengan chance nojoda ",0.675
"No te voy a llamar perra porque no hay que ofender a los animales... Vergonzoso y denigrante es que hayas vendido tu país.. Dios te perdone!",0.5
"Chabon si la piba se pone un short es por comodidad y porque tiene calor, no para provocarte... paja!",0.45
"Este semestre fue la mamada️",0.525
" Te dejas al desgraciado que me ha bloqueado ",0.575
"Qué arda en el infierno y el muñeco que tienen en ese cuartel, también deben pegarle candela",0.775
"Coñoooo vieja estúpida corrupta, cállate, quien te cree",0.8
"Necesito un trabajo que cada día quiera renunciar, no por lo mal pagado si no por la chinga que es.",0.425
"La marginal restitución del presupuesto a CULTURA debe ir a la creación artística y #INBA no sólo NO peleó el presupuesto sino que se dijo satisfecha con el recorteEs inaceptable que ya logrado lo lleve a áreas donde dijo no faltaba #500millonesAImcineINBA",0.3
"  El último árbitro español que pitó una final internacional?",0.025
"Mi sentido común dice que no necesitaré mis órganos después de muerta.  La ciencia dice que no necesitaré mis órganos después de muerta.  La empiria demuestra que nadie necesitó sus órganos después de muerto.  Qué mierda vas a usar para explicarme por qué NO LOS QUERES DONAR.",0.7
" El dia que se muera ese malparido hago una fiesta !",0.925
"Más lectura y ciencia en el país.   ",0.025
"Solo le deseo lo mejor a mi ex, porque lo mejor soy yo DATE CUENTA PENDEJO!",0.7
"¿Y porque coño no se pronuncia contra el coñazo de periodistas asesinados en Mexico? ¿También están fuera de su jurisdicción?",0.925
"Llamó ""Zorra Tucumana"" a Marianela Mirra. Llamó ""Puta"" a Pamela David. Llamó ""Niña Troly"", humilló y abusó a su ex. Llamó ""gorda"" a una piba qué estaba haciendo una publicidad. Hoy es el vocero oficial de las Actrices Argentinas en las redes sociales y América TV.",1
"No demuestro un carajo, pero siento un montón.",0.6
" la ley de corrupcion te la deberian aplicar a ti y a todos tus secuaces.. muestra una grafica del PIB y le explicas a tu pueblo por que los has destruido de la forma mas macabra...traidor",0.1
"Hay que ECHARLOS a ustedes de la televisión. Estarán doblando rodillas para que saquen al Campeón del evento.",0.125
"Puto niño tocahuevos que grita a la madre que parece que vive aqui... Despierta a mi hermana y le parto la boca...",0.9
"Impresionante lo de #equipoescándaloiDental en   Ni en el peor cine de terror. Paciente contagiados de hepatitis por instrumental no esterilizado, o personas a punto de morir, deudas, destrozos dentales... Finalmente la realidad supera siempre a la ficción.",0.175
"Voy a definir Bruja brevemente: feminista de más de 30 años que ejerce voluntaria y enérgicamente el comisariato ideológico desde alguna posición de influencia.",0.875
"Tenia más de un año sin vivir la adrenalina de salir corriendo a recoger la ropa porque llovía, Esta webada es Perú.",0.325
"Si mardito esta aterrizando en la isla siniestra que espero que llegue alguien con bolas en esta mierda y la desaparezca y vas a participar en la cumbre del hambre si ellos viven en el infierno",0.975
"Que bueno es ver a nuestros Congresistas visitando las Regiones, sintiendo sus necesidades a flor de piel. Pero mejor sería verlo a usted con su Capacidad de trabajo y Dinamismo, Orientando las Políticas Públicas del Dpto de Cara a nuestra Gente como lo viene haciendo.",0.2
"Yo que voy a saber guevon ",0.85
"En el límite entre el parqueadero de la Universidad Externado sobre la circunvalar y el barrio Egipto, más abajito de la Iglesia del barrio. Literalmente queda dentro en la universidad.",0.075
"  mejor fuera que se comiera al desgraciado perro.",0.7
"Esa es mucha bruja bien horrorosa.",0.75
"Yo el que lo cogen de guevón. ",0.6
"Van para la cárcel. Malditos.",0.875
" Otro malnacido",0.95
"   Cállate ese pico mmgvo, ese no es peo tuyo salió",0.95
"Y por eso todos, pero todos los malditos que están conectados con este gobierno deben ser perseguidos y eliminados. La Constitución tiene que ser cambiada para incluir pena de muerte.",0.725
"Puto mundo enfermo.",0.7
" Ideas para hacer ejercicio físico y disfrutar de experiencias nuevas #Deporte ",0.05
"La peor basura y peste que le cayó a nuestro hermoso país por culpa de esta rata perdimos la adolescencia y la oportunidad de sacar el país adelante pero ahora vamos a reconstruir está hermosa tierra",0.675
" Pero aveces enfocas las fotos a las nalgas no?",0.625
"Estoy cansado de que ciertos colectivos pretendan criminalizar a los hombres cada vez que un malnacido criminal asesina o viola a una mujer. A nosotros también nos duelen estos crímenes. Esto no es una lucha de mujeres contra hombres, es una lucha de gente buena contra gente mala",0.6
"Conmigo te la vas a pasar cagado de risa 24/7, ámame",0.175
"Doctora Marta, qué piensa del atentado? —Solidaridad con las víctimas de Venezuela —Doctora, fue en Bogotá —Pero pudo haber sido en Caracas...",0.05
" Malparido a Israel lo respetas hijueputa, pedazo de escoria.",0.875
"No puede ser posible que este desgraciado siga negando, tajantemente, que reclutaron menores... CARCEL PARA TODOS ESTOS NARCOTERRORISTAS!!!",0.575
" #QueNoSeTePase ‍‍️ Regístrate en línea para el Proceso de Admisión a Planteles Militares “2019” ",0
"JAJAJAJA este si es bien PENDEJO repartiste par de bolsitas para tomarte una foto de quienes ""te apoyan"" malparido ni tu mamá te quiere o es que crees que la gente no vio como te abuchearon en la toma del presidente",0.875
"Arde en el infierno",0.775
" Viejo loco y necio.",0.525
" : Me pregunto yo , ¿uno como un simple ciudadano no puede hacer nada para que desaforen a este desgraciado?",0.7
